0,0,5893.26,3142.12,0,286.98, U,70,50
1,0,5891.89,3142.54,1.44,286.98, U,70,50
1,1,5920.13,2346.28,0,340.46, U,70,50
2,0,5888.08,3143.7,3.98,286.98, U,70,50
2,1,5919.57,2347.85,1.67,340.46, U,70,50
2,2,6623.22,3708.93,0,144.73, U,70,50
3,0,5882.52,3145.4,5.82,286.98, U,70,50
3,1,5918.36,2351.28,3.63,340.46, U,70,50
3,2,6624.69,3706.85,2.54,144.73, U,70,50
4,0,5877.35,3146.47,5.4,281.2, U,70,50
4,1,5916.6,2356.24,5.27,340.46, U,70,50
4,2,6627.25,3703.23,4.43,144.73, U,70,50
4,4,5533.5,3533.78,0,343.22, U,70,50
5,0,5880.28,3142.63,7.13,120.67, U,70,50
5,1,5914.29,2362.75,6.9,340.46, U,70,50
5,2,6631.31,3697.49,7.03,144.73, U,70,50
5,4,5532.92,3535.69,1.99,343.22, U,70,50
5,5,7152.6,2575.37,0,159.58, U,70,50
6,0,5889.51,3139.81,9.65,106.98, U,70,50
6,1,5911.31,2371.14,8.91,340.46, U,70,50
6,2,6636.45,3690.23,8.89,144.73, U,70,50
6,4,5531.69,3539.76,4.25,343.22, U,70,50
6,5,7153.11,2574,1.46,159.58, U,70,50
7,0,5900.59,3136.44,11.58,106.9, U,70,50
7,1,5907.6,2381.6,11.09,340.46, U,70,50
7,2,6642.57,3681.58,10.6,144.73, U,70,50
7,4,5529.73,3546.26,6.79,343.22, U,70,50
7,5,7154.39,2570.57,3.66,159.58, U,70,50
8,0,5913.39,3132.57,13.37,106.79, U,70,50
8,1,5903.29,2393.73,12.87,340.46, U,70,50
8,2,6649.49,3671.8,11.98,144.73, U,70,50
8,4,5527.33,3554.23,8.32,343.22, U,70,50
8,5,7156.17,2565.78,5.11,159.58, U,70,50
8,8,5720.99,3236.73,0,53.99, U,70,50
9,0,5925.74,3128.84,12.9,106.79, U,70,50
9,1,5898.35,2407.64,14.76,340.46, U,70,50
9,2,6657.33,3660.71,13.58,144.73, U,70,50
9,4,5524.56,3563.43,9.61,343.22, U,70,50
9,5,7158.72,2558.92,7.32,159.58, U,70,50
9,8,5722.93,3238.13,2.39,53.99, U,70,50
9,9,7277.9,2864.96,0,248.75, U,70,50
10,0,5938.87,3124.85,13.73,106.94, U,70,50
10,1,5892.58,2423.88,17.32,340.44, U,70,50
10,10,6413.64,3215,0,249.44, U,70,50
10,2,6664.83,3650.09,13,144.73, U,70,50
10,4,5522.3,3567.78,5.11,332.33, U,70,50
10,5,7162.12,2549.79,9.75,159.58, U,70,50
10,8,5726.54,3240.76,4.46,53.99, U,70,50
10,9,7276.63,2864.47,1.36,248.75, U,70,50
11,0,5951.15,3121.1,12.83,107, U,70,50
11,1,5886.34,2441.47,18.67,340.46, U,70,50
11,10,6411.32,3214.13,2.48,249.44, U,70,50
11,11,6909.69,2623.83,0,157.74, U,70,50
11,2,6672.69,3638.99,13.6,144.73, U,70,50
11,4,5521.58,3561.89,7.39,168.76, U,70,50
11,5,7166.35,2538.42,12.13,159.58, U,70,50
11,8,5731.64,3244.47,6.32,53.99, U,70,50
11,9,7273.26,2863.16,3.61,248.75, U,70,50
12,0,5963.33,3117.73,12.64,104.42, U,70,50
12,1,5879.47,2460.69,20.4,340.14, U,70,50
12,10,6406.93,3212.48,4.68,249.44, U,70,50
12,11,6910.39,2622.12,1.85,157.74, U,70,50
12,12,7100.98,3190.72,0,339.66, U,70,50
12,2,6680.26,3628.28,13.11,144.75, U,70,50
12,4,5524.28,3552.93,9.35,163.22, U,70,50
12,5,7170.88,2526.25,12.99,159.58, U,70,50
12,8,5737.87,3248.99,7.7,53.99, U,70,50
12,9,7268.34,2861.25,5.28,248.75, U,70,50
13,0,5975.68,3114.85,12.68,104.12, U,70,50
13,1,5871.72,2482.11,22.78,340.12, U,70,50
13,10,6400.3,3209.99,7.09,249.44, U,70,50
13,11,6911.94,2618.34,4.08,157.74, U,70,50
13,12,7100.1,3193.08,2.51,339.66, U,70,50
13,13,5141.13,3132.51,0,71.07, U,70,50
13,2,6687.68,3617.78,12.86,144.71, U,70,50
13,4,5527.72,3541.52,11.92,163.22, U,70,50
13,5,7175.65,2513.45,13.65,159.58, U,70,50
13,8,5745.53,3254.56,9.47,53.99, U,70,50
13,9,7262.15,2858.84,6.64,248.75, U,70,50
14,0,5988.65,3110.2,13.79,111.82, U,70,50
14,1,5863.16,2505.76,25.15,340.12, U,70,50
14,10,6391.33,3206.63,9.57,249.44, U,70,50
14,11,6914.37,2612.41,6.41,157.74, U,70,50
14,12,7098.41,3197.65,4.88,339.66, U,70,50
14,13,5142.71,3133.05,1.66,71.07, U,70,50
14,14,6450.77,3116.56,0,69.67, U,70,50
14,2,6693.03,3610.22,9.25,144.71, U,70,50
14,4,5530.16,3533.43,8.45,163.22, U,70,50
14,5,7180.35,2500.82,13.48,159.58, U,70,50
14,8,5754.93,3261.39,11.62,53.99, U,70,50
14,9,7254.74,2855.96,7.95,248.76, U,70,50
15,0,5999.9,3103.14,13.35,126.69, U,70,50
15,1,5853.86,2531.5,27.37,340.12, U,70,50
15,10,6380.45,3202.55,11.62,249.44, U,70,50
15,11,6917.59,2604.53,8.51,157.74, U,70,50
15,12,7096.04,3204.04,6.81,339.66, U,70,50
15,13,5146.02,3134.19,3.5,71.07, U,70,50
15,14,6452.77,3117.3,2.13,69.67, U,70,50
15,15,6292.74,3058.55,0,69.85, U,70,50
15,2,6695.77,3606.35,4.75,144.71, U,70,50
15,4,5531.39,3529.35,4.26,163.22, U,70,50
15,5,7185.1,2488.06,13.61,159.58, U,70,50
15,8,5764.33,3268.22,11.62,53.99, U,70,50
15,9,7245.33,2852.3,10.09,248.76, U,70,50
16,0,6010.13,3095.53,12.75,126.67, U,70,50
16,1,5844.55,2557.62,27.75,340.76, U,70,50
16,10,6368.51,3198.07,12.75,249.44, U,70,50
16,11,6921.34,2595.36,9.91,157.74, U,70,50
16,12,7092.99,3212.26,8.77,339.66, U,70,50
16,13,5150.91,3135.87,5.18,71.07, U,70,50
16,14,6456.64,3118.74,4.13,69.67, U,70,50
16,15,6294.48,3059.19,1.85,69.85, U,70,50
16,16,6491.69,2647.42,0,340.51, U,70,50
16,2,6700.89,3602.12,6.8,125.57, U,70,50
16,4,5530.36,3524.08,6.05,197.29, U,70,50
16,5,7189.81,2475.41,13.5,159.58, U,70,50
16,8,5771.05,3273.11,8.31,53.99, U,70,50
16,9,7234.68,2848.16,11.42,248.76, U,70,50
17,0,6020.98,3087.45,13.52,126.67, U,70,50
17,1,5835.81,2582.66,26.52,340.76, U,70,50
17,10,6356.35,3193.51,12.98,249.44, U,70,50
17,11,6925.79,2584.48,11.76,157.74, U,70,50
17,12,7089.25,3222.35,10.76,339.66, U,70,50
17,13,5157.46,3138.11,6.92,71.07, U,70,50
17,14,6462,3120.72,5.72,69.67, U,70,50
17,15,6297.79,3060.4,3.53,69.85, U,70,50
17,16,6490.88,2649.7,2.42,340.51, U,70,50
17,17,6539.77,2349.39,0,340.12, U,70,50
17,2,6708.92,3604.08,8.47,68.2, U,70,50
17,4,5523.42,3518.16,8.49,251.33, U,70,50
17,5,7193.58,2465.26,10.82,159.58, U,70,50
17,8,5777.59,3280.67,10.47,27.92, U,70,50
17,9,7221.96,2843.21,13.64,248.72, U,70,50
18,0,6031.32,3080.04,12.71,125.33, U,70,50
18,1,5826.87,2608.31,27.16,340.76, U,70,50
18,10,6343.82,3188.81,13.38,249.44, U,70,50
18,11,6928.55,2577.76,7.26,157.74, U,70,50
18,12,7085.09,3233.56,11.96,339.66, U,70,50
18,13,5165.42,3140.84,8.42,71.07, U,70,50
18,14,6469.62,3123.54,8.12,69.67, U,70,50
